transaction_id,account_id,date,type,description,merchant_category,amount,currency
TX00013157,AC000108,2023-06-27,Transfer In,Transfer In,,3454.51,MXN
TX00013158,AC000108,2022-06-07,Transfer In,Transfer In,,1979.84,MXN
TX00013159,AC000108,2022-01-08,Transfer In,Transfer In,,968.47,MXN
TX00013160,AC000108,2023-05-29,POS Purchase,POS - Restaurants,Restaurants,-915.25,MXN
TX00013161,AC000108,2023-01-03,POS Purchase,POS - Pharmacy,Pharmacy,-398.53,MXN
TX00013162,AC000108,2022-10-13,Withdrawal,Withdrawal,,-2312.38,MXN
TX00013163,AC000108,2023-06-07,Transfer In,Transfer In,,2713.88,MXN
TX00013164,AC000108,2023-07-15,Withdrawal,Withdrawal,,-987.47,MXN
TX00013165,AC000108,2023-08-22,Withdrawal,Withdrawal,,-956.05,MXN
TX00013166,AC000108,2023-05-16,Deposit,Deposit,,750.67,MXN
TX00013167,AC000108,2023-11-22,Deposit,Deposit,,3190.2,MXN
TX00013168,AC000108,2022-04-20,Deposit,Deposit,,2741.98,MXN
TX00013169,AC000108,2023-09-24,POS Purchase,POS - Restaurants,Restaurants,-868.54,MXN
TX00013170,AC000108,2022-08-10,Fee,Fee,,-58.1,MXN
TX00013171,AC000108,2022-06-20,Deposit,Deposit,,2663.08,MXN
TX00013172,AC000108,2022-08-06,Deposit,Deposit,,4193.0,MXN
TX00013173,AC000108,2023-08-25,POS Purchase,POS - Fuel,Fuel,-1532.6,MXN
TX00013174,AC000108,2023-12-13,Withdrawal,Withdrawal,,-2085.67,MXN
TX00013175,AC000108,2023-03-28,Deposit,Deposit,,3390.4,MXN
TX00013176,AC000108,2023-12-12,Withdrawal,Withdrawal,,-2309.59,MXN
TX00013177,AC000108,2022-08-04,Deposit,Deposit,,3001.94,MXN
TX00013178,AC000108,2022-03-15,POS Purchase,POS - Electronics,Electronics,-1086.31,MXN
TX00013179,AC000108,2022-12-06,Transfer Out,Transfer Out,,-2094.41,MXN
TX00013180,AC000108,2023-06-19,Withdrawal,Withdrawal,,-2237.11,MXN
TX00013181,AC000108,2022-07-24,Deposit,Deposit,,40.4,MXN
TX00013182,AC000108,2023-05-19,POS Purchase,POS - Pharmacy,Pharmacy,-1131.17,MXN
TX00013183,AC000108,2022-07-17,Deposit,Deposit,,4618.66,MXN
TX00013184,AC000108,2023-06-08,Deposit,Deposit,,927.57,MXN
TX00013185,AC000108,2023-01-06,POS Purchase,POS - Online,Online,-277.57,MXN
TX00013186,AC000108,2023-02-06,Deposit,Deposit,,607.06,MXN
TX00013187,AC000108,2022-05-23,Withdrawal,Withdrawal,,-342.41,MXN
TX00013188,AC000108,2022-12-28,Fee,Fee,,-103.69,MXN
TX00013189,AC000108,2023-03-27,Deposit,Deposit,,2252.07,MXN
TX00013190,AC000108,2023-10-25,Withdrawal,Withdrawal,,-2229.64,MXN
TX00013191,AC000108,2023-06-05,POS Purchase,POS - Restaurants,Restaurants,-821.57,MXN
TX00013192,AC000108,2023-11-16,Deposit,Deposit,,2424.51,MXN
TX00013193,AC000108,2022-10-29,Deposit,Deposit,,5779.66,MXN
TX00013194,AC000108,2022-06-24,POS Purchase,POS - Travel,Travel,-120.96,MXN
TX00013195,AC000108,2023-03-09,Deposit,Deposit,,4389.97,MXN
TX00013196,AC000108,2022-03-26,POS Purchase,POS - Online,Online,-491.47,MXN
TX00013197,AC000108,2023-07-30,Deposit,Deposit,,5352.26,MXN
TX00013198,AC000108,2023-11-29,Withdrawal,Withdrawal,,-481.44,MXN
TX00013199,AC000108,2023-01-21,Withdrawal,Withdrawal,,-2567.46,MXN
TX00013200,AC000108,2023-06-19,POS Purchase,POS - Pharmacy,Pharmacy,-605.72,MXN
TX00013201,AC000108,2023-07-02,POS Purchase,POS - Electronics,Electronics,-1424.6,MXN
TX00013202,AC000108,2023-12-19,POS Purchase,POS - Online,Online,-62.79,MXN
TX00013203,AC000108,2023-12-21,POS Purchase,POS - Restaurants,Restaurants,-359.93,MXN
TX00013204,AC000108,2023-03-10,Deposit,Deposit,,3328.39,MXN
TX00013205,AC000108,2023-11-06,Withdrawal,Withdrawal,,-574.99,MXN
TX00013206,AC000108,2022-03-27,POS Purchase,POS - Online,Online,-247.94,MXN
TX00013207,AC000108,2022-11-09,Withdrawal,Withdrawal,,-2231.04,MXN
TX00013208,AC000108,2023-08-11,POS Purchase,POS - Electronics,Electronics,-788.46,MXN
TX00013209,AC000108,2022-08-31,POS Purchase,POS - Restaurants,Restaurants,-195.25,MXN
TX00013210,AC000108,2023-03-29,Deposit,Deposit,,1899.66,MXN
TX00013211,AC000108,2023-01-11,POS Purchase,POS - Restaurants,Restaurants,-88.16,MXN
TX00013212,AC000108,2023-09-17,Withdrawal,Withdrawal,,-823.15,MXN
TX00013213,AC000108,2022-04-24,Transfer Out,Transfer Out,,-939.44,MXN
TX00013214,AC000108,2022-11-22,POS Purchase,POS - Fuel,Fuel,-413.57,MXN
TX00013215,AC000108,2023-10-21,Transfer In,Transfer In,,2724.82,MXN
TX00013216,AC000108,2022-09-28,Fee,Fee,,-15.41,MXN
TX00013217,AC000108,2023-06-17,POS Purchase,POS - Pharmacy,Pharmacy,-126.46,MXN
TX00013218,AC000108,2022-08-23,Fee,Fee,,-78.18,MXN
TX00013219,AC000108,2023-11-06,Withdrawal,Withdrawal,,-918.01,MXN
TX00013220,AC000108,2023-05-09,Withdrawal,Withdrawal,,-190.12,MXN
TX00013221,AC000108,2022-03-08,Deposit,Deposit,,2893.09,MXN
TX00013222,AC000108,2023-11-04,Deposit,Deposit,,8170.4,MXN
TX00013223,AC000108,2023-04-12,POS Purchase,POS - Restaurants,Restaurants,-306.99,MXN
TX00013224,AC000108,2022-01-20,Withdrawal,Withdrawal,,-279.16,MXN
TX00013225,AC000108,2022-11-30,Withdrawal,Withdrawal,,-554.64,MXN
TX00013226,AC000108,2023-03-13,Deposit,Deposit,,3583.46,MXN
TX00013227,AC000108,2022-02-03,Deposit,Deposit,,1278.01,MXN
TX00013228,AC000108,2023-11-16,Deposit,Deposit,,7714.89,MXN
TX00013229,AC000108,2022-02-24,Deposit,Deposit,,4340.36,MXN
TX00013230,AC000108,2022-12-04,Withdrawal,Withdrawal,,-455.97,MXN
TX00013231,AC000108,2022-03-16,POS Purchase,POS - Fuel,Fuel,-742.26,MXN
TX00013232,AC000108,2022-06-26,Withdrawal,Withdrawal,,-1447.81,MXN
TX00013233,AC000108,2023-01-23,POS Purchase,POS - Online,Online,-992.85,MXN
TX00013234,AC000108,2022-03-11,Deposit,Deposit,,2040.85,MXN
TX00013235,AC000108,2022-06-10,Fee,Fee,,-42.55,MXN
TX00013236,AC000108,2022-07-29,Withdrawal,Withdrawal,,-2276.44,MXN
TX00013237,AC000108,2023-11-13,Transfer Out,Transfer Out,,-2867.17,MXN
TX00013238,AC000108,2022-12-15,POS Purchase,POS - Electronics,Electronics,-796.57,MXN
TX00013239,AC000108,2022-12-25,POS Purchase,POS - Fuel,Fuel,-592.82,MXN
TX00013240,AC000108,2023-12-25,POS Purchase,POS - Restaurants,Restaurants,-520.75,MXN
TX00013241,AC000108,2022-10-19,Withdrawal,Withdrawal,,-2739.81,MXN
TX00013242,AC000108,2023-04-25,Withdrawal,Withdrawal,,-227.59,MXN
TX00013243,AC000108,2023-08-31,Deposit,Deposit,,1814.22,MXN
TX00013244,AC000108,2022-10-13,Withdrawal,Withdrawal,,-2024.22,MXN
TX00013245,AC000108,2022-09-16,Transfer In,Transfer In,,620.13,MXN
TX00013246,AC000108,2023-12-21,POS Purchase,POS - Travel,Travel,-744.08,MXN
TX00013247,AC000108,2023-05-12,POS Purchase,POS - Groceries,Groceries,-176.08,MXN
TX00013248,AC000108,2023-05-04,POS Purchase,POS - Travel,Travel,-774.55,MXN
TX00013249,AC000108,2022-03-01,Withdrawal,Withdrawal,,-497.15,MXN
TX00013250,AC000108,2023-01-29,Fee,Fee,,-105.9,MXN
TX00013251,AC000108,2022-08-18,POS Purchase,POS - Restaurants,Restaurants,-667.4,MXN
TX00013252,AC000108,2022-12-25,Fee,Fee,,-96.4,MXN
TX00013253,AC000108,2023-12-02,Withdrawal,Withdrawal,,-3425.75,MXN
TX00013254,AC000108,2023-08-26,POS Purchase,POS - Online,Online,-374.34,MXN
TX00013255,AC000108,2023-05-03,Deposit,Deposit,,1793.37,MXN
TX00013256,AC000108,2022-02-24,Withdrawal,Withdrawal,,-1251.68,MXN
TX00013257,AC000108,2023-09-04,POS Purchase,POS - Pharmacy,Pharmacy,-146.68,MXN
TX00013258,AC000108,2023-04-22,Withdrawal,Withdrawal,,-3417.12,MXN
TX00013259,AC000108,2023-08-31,Deposit,Deposit,,4852.4,MXN
TX00013260,AC000108,2023-04-06,Transfer Out,Transfer Out,,-2307.07,MXN
TX00013261,AC000108,2023-10-18,POS Purchase,POS - Online,Online,-1073.49,MXN
TX00013262,AC000108,2023-05-12,POS Purchase,POS - Pharmacy,Pharmacy,-758.95,MXN
TX00013263,AC000108,2023-10-20,Withdrawal,Withdrawal,,-1026.47,MXN
TX00013264,AC000108,2023-11-08,Deposit,Deposit,,7271.84,MXN
TX00013265,AC000108,2023-07-16,Transfer In,Transfer In,,510.23,MXN
TX00013266,AC000108,2023-11-14,POS Purchase,POS - Electronics,Electronics,-584.79,MXN
TX00013267,AC000108,2022-08-19,POS Purchase,POS - Electronics,Electronics,-198.5,MXN
TX00013268,AC000108,2023-05-03,Withdrawal,Withdrawal,,-1607.78,MXN
TX00013269,AC000108,2022-09-09,Transfer Out,Transfer Out,,-2351.44,MXN
TX00013270,AC000108,2023-06-05,Withdrawal,Withdrawal,,-1499.95,MXN
TX00013271,AC000108,2023-12-21,POS Purchase,POS - Electronics,Electronics,-397.31,MXN
TX00013272,AC000108,2023-11-10,Withdrawal,Withdrawal,,-2719.02,MXN
TX00013273,AC000108,2023-12-09,Transfer Out,Transfer Out,,-2841.01,MXN
TX00013274,AC000108,2022-03-25,Withdrawal,Withdrawal,,-61.86,MXN
TX00013275,AC000108,2022-04-19,Withdrawal,Withdrawal,,-90.63,MXN
TX00013276,AC000108,2022-03-08,POS Purchase,POS - Fuel,Fuel,-707.0,MXN
TX00013277,AC000108,2022-01-14,Deposit,Deposit,,1505.06,MXN
TX00013278,AC000109,2023-12-29,POS Purchase,POS - Travel,Travel,-501.22,MXN
TX00013279,AC000109,2022-07-15,POS Purchase,POS - Pharmacy,Pharmacy,-413.06,MXN
TX00013280,AC000109,2022-03-31,POS Purchase,POS - Groceries,Groceries,-148.73,MXN
TX00013281,AC000109,2023-10-09,Withdrawal,Withdrawal,,-362.54,MXN
TX00013282,AC000109,2023-08-25,Withdrawal,Withdrawal,,-1719.17,MXN
TX00013283,AC000109,2022-05-07,POS Purchase,POS - Travel,Travel,-779.74,MXN
TX00013284,AC000109,2023-11-24,Transfer In,Transfer In,,354.99,MXN
TX00013285,AC000109,2023-08-06,POS Purchase,POS - Groceries,Groceries,-997.16,MXN
TX00013286,AC000109,2023-11-12,POS Purchase,POS - Restaurants,Restaurants,-471.23,MXN
TX00013287,AC000109,2023-11-06,Transfer In,Transfer In,,522.16,MXN
TX00013288,AC000109,2023-12-03,Deposit,Deposit,,3047.75,MXN
TX00013289,AC000109,2022-12-04,Fee,Fee,,-59.54,MXN
TX00013290,AC000109,2023-07-03,POS Purchase,POS - Fuel,Fuel,-209.15,MXN
TX00013291,AC000109,2022-01-07,POS Purchase,POS - Electronics,Electronics,-242.69,MXN
TX00013292,AC000109,2023-05-13,Withdrawal,Withdrawal,,-1885.98,MXN
TX00013293,AC000109,2023-05-06,Transfer Out,Transfer Out,,-1541.7,MXN
TX00013294,AC000109,2023-01-08,POS Purchase,POS - Groceries,Groceries,-1256.1,MXN
TX00013295,AC000109,2023-09-19,Deposit,Deposit,,4399.71,MXN
TX00013296,AC000109,2022-03-24,Transfer In,Transfer In,,11.59,MXN
TX00013297,AC000109,2023-06-02,POS Purchase,POS - Travel,Travel,-711.15,MXN
TX00013298,AC000109,2022-09-27,Withdrawal,Withdrawal,,-152.07,MXN
TX00013299,AC000109,2023-06-07,Deposit,Deposit,,7291.79,MXN
TX00013300,AC000109,2022-07-30,Withdrawal,Withdrawal,,-1607.26,MXN
TX00013301,AC000109,2022-02-03,Transfer Out,Transfer Out,,-1478.7,MXN
TX00013302,AC000109,2022-06-22,Transfer Out,Transfer Out,,-1536.33,MXN
TX00013303,AC000109,2022-08-01,Deposit,Deposit,,1461.19,MXN
TX00013304,AC000109,2022-08-22,POS Purchase,POS - Fuel,Fuel,-199.41,MXN
TX00013305,AC000109,2023-09-04,Transfer Out,Transfer Out,,-149.62,MXN
TX00013306,AC000109,2023-12-09,POS Purchase,POS - Travel,Travel,-550.08,MXN
TX00013307,AC000109,2022-11-26,Deposit,Deposit,,5832.88,MXN
TX00013308,AC000109,2022-11-26,Deposit,Deposit,,3269.31,MXN
TX00013309,AC000109,2023-02-27,Withdrawal,Withdrawal,,-1034.64,MXN
TX00013310,AC000109,2023-11-23,POS Purchase,POS - Pharmacy,Pharmacy,-412.87,MXN
TX00013311,AC000109,2023-07-13,Transfer Out,Transfer Out,,-306.77,MXN
TX00013312,AC000109,2022-04-19,Withdrawal,Withdrawal,,-2163.57,MXN
TX00013313,AC000109,2022-03-08,Deposit,Deposit,,4349.03,MXN
TX00013314,AC000109,2022-05-12,POS Purchase,POS - Restaurants,Restaurants,-1360.75,MXN
TX00013315,AC000109,2022-04-08,Deposit,Deposit,,2775.07,MXN
TX00013316,AC000109,2022-01-01,Deposit,Deposit,,5675.49,MXN
TX00013317,AC000109,2022-09-27,Deposit,Deposit,,114.47,MXN
TX00013318,AC000109,2023-01-31,Withdrawal,Withdrawal,,-2224.56,MXN
TX00013319,AC000109,2022-02-04,POS Purchase,POS - Electronics,Electronics,-1087.12,MXN
TX00013320,AC000109,2023-04-26,POS Purchase,POS - Fuel,Fuel,-840.8,MXN
TX00013321,AC000109,2022-02-11,Transfer In,Transfer In,,1724.7,MXN
TX00013322,AC000109,2023-09-23,POS Purchase,POS - Electronics,Electronics,-163.85,MXN
TX00013323,AC000109,2022-03-22,Transfer Out,Transfer Out,,-5.74,MXN
TX00013324,AC000109,2022-11-24,Deposit,Deposit,,3392.81,MXN
TX00013325,AC000109,2022-11-26,Deposit,Deposit,,4580.56,MXN
TX00013326,AC000109,2022-06-24,Withdrawal,Withdrawal,,-2110.29,MXN
TX00013327,AC000109,2022-10-18,Deposit,Deposit,,1154.88,MXN
TX00013328,AC000109,2022-04-07,Withdrawal,Withdrawal,,-1964.56,MXN
TX00013329,AC000109,2022-09-28,POS Purchase,POS - Groceries,Groceries,-1127.18,MXN
TX00013330,AC000109,2023-08-22,POS Purchase,POS - Travel,Travel,-675.97,MXN
TX00013331,AC000109,2023-10-20,Deposit,Deposit,,11822.82,MXN
TX00013332,AC000109,2023-12-28,Withdrawal,Withdrawal,,-1820.49,MXN
TX00013333,AC000109,2023-12-28,POS Purchase,POS - Pharmacy,Pharmacy,-914.13,MXN
TX00013334,AC000109,2022-08-17,Deposit,Deposit,,1603.91,MXN
TX00013335,AC000109,2023-03-11,Withdrawal,Withdrawal,,-3078.33,MXN
TX00013336,AC000109,2023-02-04,Deposit,Deposit,,3720.5,MXN
TX00013337,AC000109,2022-10-20,Transfer Out,Transfer Out,,-3007.81,MXN
TX00013338,AC000109,2022-01-10,Deposit,Deposit,,5358.65,MXN
TX00013339,AC000109,2022-01-26,POS Purchase,POS - Electronics,Electronics,-1411.23,MXN
TX00013340,AC000109,2023-02-21,Withdrawal,Withdrawal,,-3059.71,MXN
TX00013341,AC000109,2022-07-06,Withdrawal,Withdrawal,,-926.54,MXN
TX00013342,AC000109,2023-09-29,Withdrawal,Withdrawal,,-8.08,MXN
TX00013343,AC000109,2022-12-22,POS Purchase,POS - Pharmacy,Pharmacy,-871.48,MXN
TX00013344,AC000109,2022-03-03,Transfer In,Transfer In,,63.73,MXN
TX00013345,AC000109,2022-09-11,Fee,Fee,,-8.89,MXN
TX00013346,AC000109,2023-08-03,POS Purchase,POS - Electronics,Electronics,-776.81,MXN
TX00013347,AC000109,2023-07-05,Withdrawal,Withdrawal,,-2215.12,MXN
TX00013348,AC000109,2022-04-28,POS Purchase,POS - Online,Online,-881.72,MXN
TX00013349,AC000109,2023-11-20,POS Purchase,POS - Fuel,Fuel,-395.99,MXN
TX00013350,AC000109,2022-11-08,POS Purchase,POS - Groceries,Groceries,-551.62,MXN
TX00013351,AC000109,2023-09-01,Transfer Out,Transfer Out,,-818.69,MXN
TX00013352,AC000109,2022-04-13,Fee,Fee,,-53.76,MXN
TX00013353,AC000109,2023-05-12,POS Purchase,POS - Pharmacy,Pharmacy,-178.73,MXN
TX00013354,AC000109,2023-04-13,Transfer In,Transfer In,,5779.98,MXN
TX00013355,AC000109,2023-05-06,POS Purchase,POS - Pharmacy,Pharmacy,-1002.85,MXN
TX00013356,AC000109,2022-04-24,Deposit,Deposit,,5341.44,MXN
TX00013357,AC000109,2022-07-03,Transfer Out,Transfer Out,,-297.93,MXN
TX00013358,AC000109,2022-09-11,Withdrawal,Withdrawal,,-2745.87,MXN
TX00013359,AC000109,2022-02-26,POS Purchase,POS - Groceries,Groceries,-873.62,MXN
TX00013360,AC000109,2023-01-29,Transfer In,Transfer In,,4367.87,MXN
TX00013361,AC000109,2022-11-19,Transfer Out,Transfer Out,,-1688.33,MXN
TX00013362,AC000109,2023-12-05,Withdrawal,Withdrawal,,-3270.68,MXN
TX00013363,AC000109,2022-11-11,Transfer In,Transfer In,,3829.04,MXN
TX00013364,AC000109,2022-01-03,Transfer Out,Transfer Out,,-2688.46,MXN
TX00013365,AC000109,2023-09-13,Fee,Fee,,-34.63,MXN
TX00013366,AC000109,2022-12-20,Fee,Fee,,-85.45,MXN
TX00013367,AC000109,2022-03-10,Withdrawal,Withdrawal,,-193.63,MXN
TX00013368,AC000109,2022-10-21,Deposit,Deposit,,1073.37,MXN
TX00013369,AC000109,2022-01-27,Fee,Fee,,-78.63,MXN
TX00013370,AC000109,2022-11-05,POS Purchase,POS - Restaurants,Restaurants,-776.56,MXN
TX00013371,AC000109,2022-11-14,Transfer In,Transfer In,,9267.32,MXN
TX00013372,AC000109,2023-08-13,POS Purchase,POS - Groceries,Groceries,-249.7,MXN
TX00013373,AC000109,2023-05-18,Fee,Fee,,-35.03,MXN
TX00013374,AC000109,2023-11-03,Withdrawal,Withdrawal,,-2036.86,MXN
TX00013375,AC000109,2022-04-26,Deposit,Deposit,,2231.06,MXN
TX00013376,AC000109,2022-11-15,POS Purchase,POS - Online,Online,-533.02,MXN
TX00013377,AC000109,2022-09-13,Transfer Out,Transfer Out,,-2572.38,MXN
TX00013378,AC000109,2022-12-28,POS Purchase,POS - Travel,Travel,-259.51,MXN
TX00013379,AC000109,2022-12-04,POS Purchase,POS - Fuel,Fuel,-1124.06,MXN
TX00013380,AC000109,2022-09-14,POS Purchase,POS - Fuel,Fuel,-511.12,MXN
TX00013381,AC000109,2023-09-26,Transfer Out,Transfer Out,,-1457.58,MXN
TX00013382,AC000109,2023-11-04,Withdrawal,Withdrawal,,-296.22,MXN
TX00013383,AC000109,2023-03-01,Transfer In,Transfer In,,651.72,MXN
TX00013384,AC000109,2023-10-01,Deposit,Deposit,,1071.75,MXN
TX00013385,AC000109,2023-01-16,Transfer In,Transfer In,,4501.48,MXN
TX00013386,AC000109,2022-12-12,Withdrawal,Withdrawal,,-765.71,MXN
TX00013387,AC000109,2022-06-14,Deposit,Deposit,,6082.15,MXN
TX00013388,AC000109,2023-09-21,POS Purchase,POS - Fuel,Fuel,-967.64,MXN
TX00013389,AC000109,2023-03-11,Deposit,Deposit,,3129.67,MXN
TX00013390,AC000109,2022-03-29,POS Purchase,POS - Online,Online,-1253.63,MXN
TX00013391,AC000109,2022-08-16,POS Purchase,POS - Fuel,Fuel,-1371.14,MXN
TX00013392,AC000109,2022-08-23,Deposit,Deposit,,1241.2,MXN
TX00013393,AC000109,2022-12-07,Transfer In,Transfer In,,4445.4,MXN
TX00013394,AC000109,2022-02-27,Deposit,Deposit,,5997.08,MXN
TX00013395,AC000109,2022-07-20,Fee,Fee,,-86.63,MXN
TX00013396,AC000109,2023-03-19,POS Purchase,POS - Pharmacy,Pharmacy,-439.75,MXN
TX00013397,AC000109,2023-05-11,POS Purchase,POS - Fuel,Fuel,-134.49,MXN
TX00013398,AC000109,2022-08-18,POS Purchase,POS - Fuel,Fuel,-741.3,MXN
TX00013399,AC000109,2022-07-30,Transfer In,Transfer In,,2012.47,MXN
TX00013400,AC000109,2022-09-03,Transfer In,Transfer In,,7025.13,MXN
TX00013401,AC000109,2022-03-05,Transfer Out,Transfer Out,,-1313.44,MXN
TX00013402,AC000109,2022-12-20,Fee,Fee,,-81.83,MXN
TX00013403,AC000109,2023-08-19,POS Purchase,POS - Pharmacy,Pharmacy,-125.27,MXN
TX00013404,AC000109,2022-10-03,Deposit,Deposit,,2711.73,MXN
TX00013405,AC000109,2023-07-26,Deposit,Deposit,,5121.84,MXN
TX00013406,AC000109,2022-06-02,Withdrawal,Withdrawal,,-227.03,MXN
TX00013407,AC000109,2022-04-08,Withdrawal,Withdrawal,,-1877.35,MXN
TX00013408,AC000109,2022-04-10,POS Purchase,POS - Restaurants,Restaurants,-509.43,MXN
TX00013409,AC000109,2022-10-23,Withdrawal,Withdrawal,,-1426.77,MXN
TX00013410,AC000109,2023-11-30,Deposit,Deposit,,4744.31,MXN
TX00013411,AC000109,2023-02-24,Deposit,Deposit,,5038.3,MXN
TX00013412,AC000109,2022-02-13,POS Purchase,POS - Fuel,Fuel,-819.76,MXN
TX00013413,AC000109,2023-11-25,Deposit,Deposit,,5338.88,MXN
TX00013414,AC000109,2023-02-19,Deposit,Deposit,,3089.69,MXN
TX00013415,AC000109,2022-04-18,Withdrawal,Withdrawal,,-925.3,MXN
TX00013416,AC000109,2023-01-14,Deposit,Deposit,,282.5,MXN
TX00013417,AC000109,2022-07-15,Deposit,Deposit,,6321.05,MXN
TX00013418,AC000109,2022-11-11,Deposit,Deposit,,173.33,MXN
TX00013419,AC000109,2023-09-20,Transfer Out,Transfer Out,,-849.02,MXN
TX00013420,AC000109,2023-07-18,Transfer In,Transfer In,,2644.85,MXN
TX00013421,AC000110,2023-02-16,POS Purchase,POS - Fuel,Fuel,-809.05,MXN
TX00013422,AC000110,2023-04-06,Transfer Out,Transfer Out,,-762.32,MXN
TX00013423,AC000110,2023-12-27,Transfer Out,Transfer Out,,-297.35,MXN
TX00013424,AC000110,2023-10-31,Withdrawal,Withdrawal,,-1208.6,MXN
TX00013425,AC000110,2022-12-25,Fee,Fee,,-81.15,MXN
TX00013426,AC000110,2022-12-18,Deposit,Deposit,,4621.64,MXN
TX00013427,AC000110,2023-08-22,Deposit,Deposit,,1438.51,MXN
TX00013428,AC000110,2022-04-23,Transfer Out,Transfer Out,,-230.24,MXN
TX00013429,AC000110,2023-06-21,Withdrawal,Withdrawal,,-326.86,MXN
TX00013430,AC000110,2022-12-16,POS Purchase,POS - Electronics,Electronics,-1361.67,MXN
TX00013431,AC000110,2023-02-13,Withdrawal,Withdrawal,,-1477.12,MXN
TX00013432,AC000110,2023-01-12,Deposit,Deposit,,2822.42,MXN
TX00013433,AC000110,2022-05-02,Deposit,Deposit,,4135.44,MXN
TX00013434,AC000110,2022-08-24,Withdrawal,Withdrawal,,-2853.7,MXN
TX00013435,AC000110,2023-04-20,Withdrawal,Withdrawal,,-2274.5,MXN
TX00013436,AC000110,2023-12-24,Deposit,Deposit,,86.18,MXN
TX00013437,AC000110,2023-02-13,Deposit,Deposit,,354.83,MXN
TX00013438,AC000110,2023-12-13,Fee,Fee,,-81.01,MXN
TX00013439,AC000110,2023-06-14,Transfer Out,Transfer Out,,-263.51,MXN
TX00013440,AC000110,2022-04-15,Deposit,Deposit,,2470.21,MXN
TX00013441,AC000110,2023-04-22,Withdrawal,Withdrawal,,-3015.76,MXN
TX00013442,AC000110,2023-11-28,Fee,Fee,,-72.93,MXN
TX00013443,AC000110,2022-01-13,Transfer Out,Transfer Out,,-1274.78,MXN
TX00013444,AC000110,2022-04-18,POS Purchase,POS - Electronics,Electronics,-290.49,MXN
TX00013445,AC000110,2022-04-18,Fee,Fee,,-39.51,MXN
TX00013446,AC000110,2023-02-12,Transfer In,Transfer In,,2981.1,MXN
TX00013447,AC000110,2022-03-02,POS Purchase,POS - Pharmacy,Pharmacy,-470.99,MXN
TX00013448,AC000110,2023-07-13,Withdrawal,Withdrawal,,-9.49,MXN
TX00013449,AC000110,2022-02-28,Fee,Fee,,-83.54,MXN
TX00013450,AC000110,2022-07-12,Deposit,Deposit,,5016.52,MXN
TX00013451,AC000110,2022-12-23,Fee,Fee,,-54.97,MXN
TX00013452,AC000110,2022-01-13,Withdrawal,Withdrawal,,-2107.28,MXN
TX00013453,AC000110,2023-11-19,Transfer Out,Transfer Out,,-2833.41,MXN
TX00013454,AC000110,2023-10-05,Transfer In,Transfer In,,3800.35,MXN
TX00013455,AC000110,2022-03-20,POS Purchase,POS - Fuel,Fuel,-799.31,MXN
TX00013456,AC000110,2023-05-04,POS Purchase,POS - Pharmacy,Pharmacy,-49.21,MXN
TX00013457,AC000110,2023-11-04,Withdrawal,Withdrawal,,-1258.1,MXN
TX00013458,AC000110,2022-04-21,Deposit,Deposit,,2910.4,MXN
TX00013459,AC000110,2023-01-01,Withdrawal,Withdrawal,,-1260.17,MXN
TX00013460,AC000110,2023-05-18,Deposit,Deposit,,1458.89,MXN
TX00013461,AC000110,2023-05-10,Transfer Out,Transfer Out,,-2674.81,MXN
TX00013462,AC000110,2022-01-03,Deposit,Deposit,,3076.39,MXN
TX00013463,AC000110,2023-12-15,POS Purchase,POS - Pharmacy,Pharmacy,-1005.59,MXN
TX00013464,AC000110,2022-07-19,POS Purchase,POS - Electronics,Electronics,-240.93,MXN
TX00013465,AC000110,2022-02-14,Transfer Out,Transfer Out,,-206.87,MXN
TX00013466,AC000110,2023-10-03,POS Purchase,POS - Fuel,Fuel,-427.32,MXN
TX00013467,AC000110,2022-09-13,Withdrawal,Withdrawal,,-1033.28,MXN
TX00013468,AC000110,2022-09-29,Fee,Fee,,-109.4,MXN
TX00013469,AC000110,2022-11-13,POS Purchase,POS - Pharmacy,Pharmacy,-801.0,MXN
TX00013470,AC000110,2022-01-05,Withdrawal,Withdrawal,,-2514.43,MXN
TX00013471,AC000110,2023-07-10,POS Purchase,POS - Electronics,Electronics,-508.9,MXN
TX00013472,AC000110,2022-12-07,Deposit,Deposit,,121.51,MXN
TX00013473,AC000110,2023-06-20,POS Purchase,POS - Online,Online,-869.71,MXN
TX00013474,AC000110,2023-01-21,Transfer In,Transfer In,,3206.9,MXN
TX00013475,AC000110,2022-09-09,Deposit,Deposit,,4273.75,MXN
TX00013476,AC000110,2022-03-17,Fee,Fee,,-122.46,MXN
TX00013477,AC000110,2023-03-31,Withdrawal,Withdrawal,,-2174.72,MXN
TX00013478,AC000110,2022-06-06,Deposit,Deposit,,1905.09,MXN
TX00013479,AC000110,2023-02-15,Withdrawal,Withdrawal,,-1750.28,MXN
TX00013480,AC000110,2022-02-25,Transfer Out,Transfer Out,,-2580.46,MXN
TX00013481,AC000110,2022-04-03,Deposit,Deposit,,7025.83,MXN
TX00013482,AC000110,2023-04-21,Transfer In,Transfer In,,642.09,MXN
TX00013483,AC000110,2023-08-04,Deposit,Deposit,,3289.35,MXN
TX00013484,AC000110,2022-06-03,Deposit,Deposit,,3752.87,MXN
TX00013485,AC000110,2022-01-17,Transfer Out,Transfer Out,,-2852.59,MXN
TX00013486,AC000110,2023-04-02,Withdrawal,Withdrawal,,-1488.2,MXN
TX00013487,AC000110,2022-09-10,Transfer Out,Transfer Out,,-150.38,MXN
